From,To
P53740,YNR048W
Q12094,TSR3
Q08484,GYP1
P39110,CIN4
P38150,YBR284W
Q03652,DML1
P23285,CPR2
P32459,DAL3
P21705,DAL82
Q08558,DCI1
Q06011,ECM19
Q99210,YOR111W
P53288,YGR160W
P47069,MPS3
Q03778,FMN1
Q04299,YMR087W
P32805,FZF1
P38693,PHO12
P38812,GEP4
P53687,HST3
P34243,HCS1
Q04893,YMR317W
Q06667,IPK1
P53769,CWC24
P32645,ISC10
Q02895,AAD16
Q12056,ISU2
P34234,LOT5
P32601,DSS4
P53237,LST7
P50113,LYS5
P16523,MER1
Q02659,YPL025C
P38714,MSR1
P32567,PAH1
Q12175,MSH5
P45819,SPO74
P40357,SEC9
P38855,PEX18
P40588,YIR044C
P47042,IKS1
P39685,POM152
P32838,PPG1
P15380,PUT4
P25381,RRT12
O13543,YLR294C
Q99401,YPL238C
Q12251,YPR011C
P38953,RAD55
P38622,RCK1
P21190,IME1
P32385,RNP1
P43594,MIC19
Q06149,PDR8
Q05610,DON1
P38838,WSS1
P53047,RTA1
P40898,YJL211C
Q01589,SED1
P41318,LST8
P41903,TES1
P53940,APJ1
Q03612,TY1B-ER1
Q12088,TY1B-LR1
P35724,MNR2
P14180,CHS2
Q12369,SFI1
P32336,NUD1
Q04934,IVY1
A5Z2X5,YPR010C-A
P32943,CLB6
P53086,KIP3
P38805,RPF1
P53170,PKP2
P08431,GAL7
O14467,MBF1
P29461,PTP2
Q12196,RIO1
P47100,TY1B-JR2
Q03212,EAR1
P53865,CNM67
P19812,UBR1
P53090,ARO8
Q06177,TMA10
P53916,TEP1
P07236,MST1
P0C074,YSF3
Q03785,VHS1
P0C2J3,TY2B-LR1
Q12100,RTK1
Q12222,YGK3
P42937,YCH1
P27810,KTR1
Q02981,YPL109C
P32789,ALK2
P39518,FAA2
P07252,CBP1
P32562,CDC5
P40988,FET4
P40484,MOB1
P32328,DBF20
P22204,DBF2
P25626,IMG1
Q01766,HAL1
P43606,PTR3
Q04409,EMI2
Q12505,SKS1
P0C2I8,TY1A-LR4
P40099,FAU1
P22148,MSN1
P36005,KDX1
P00572,CDC8
A6ZR80,NSA2
A7A239,LOC1
P46987,YJL181W
P27697,COQ8
Q08747,UAF30
P38690,YHR033W
P11412,ZWF1
P33309,DOM34
P21306,ATP15
P53722,ATP23
O74700,TIM9
P54000,SUB1
P53686,HST2
P52919,NBP1
P0CX39,RPS8A
Q04013,YHM2
P47124,HOC1
P32905,RPS0A
Q06616,YPR174C
P40486,SHQ1
P53919,NAF1
Q96VH5,MIC10
P50087,MIC26
P36112,MIC60
P38341,MIC12
Q12017,PLP2
P36526,MRPL27
P0CX50,RPL18B
P0CX83,RPL19B
P0CX46,RPL2B
P0CX32,RPS24B
P0CX48,RPS11B
P0CX60,TY1A-PR2
P0C2H8,RPL31A
P0CX37,RPS6A
P0CX36,RPS4B
P0CX84,RPL35A
P0CX85,RPL35B
P0CX47,RPS11A
P0CX56,RPS18B
Q04706,TY1A-ML1
P0CX41,RPL23A
P0CX82,RPL19A
P0CX35,RPS4A
P0CX38,RPS6B
P0CX40,RPS8B
P0CX44,RPL1B
P0CX66,TY1A-ER2
Q12269,TY1B-GR2
Q12470,TY1A-NL2
P0CX24,RPL20B
P0CX49,RPL18A
P0CX42,RPL23B
P0CX43,RPL1A
P0CX59,TY1A-OR
P0CX54,RPL12B
P0CX53,RPL12A
P0CX58,TY1A-PR1
P0CX67,TY1A-GR3
P0CX45,RPL2A
P0CX23,RPL20A
P0CX55,RPS18A
P0CX65,TY1A-DR5
P53221,RPL26B
Q12108,RTC5
P34247,UTP11
P0CX51,RPS16A
Q08004,BUD20
Q03855,TY1B-DR1
P49626,RPL4B
P05745,RPL36A
Q05498,FCF1
O74302,TY1A-DR4
P0CX52,RPS16B
Q99359,RAD61
P40233,cki1
C8Z569,EC1118_1D0_4126g
Q96WV5,SPBPJ4664.04
B3LT19,RPS0B
P53024,SEC13
Q9P4C6,SEC12
Q9P4C8,SAR1
P40382,cdt1
P0C014,ubi1
P0C014,ubi3
P0C014,ubi4
P0C014,ubi5
P0C014,uep1
O75004,cdc24
Q683Z9,Cds1
Q9P7T4,mrc1
Q8TFF6,GDH1
P29458,mcm4
B5VKC0,AWRI1631_82440
O94668,nse5
O13826,rfp1
O13688,nse6
O13351,pmt3
Q9UT72,rfp2
Q9USX3,rad60
P87176,slx8
A8BBI7,GL50803_14460
A8BLG8,GL50803_8189
A8B3M5,GL50803_16090
Q53HI1,UNC50
Q10045,unc-50
Q5AMQ3,RGA2
P0CY33,CDC42
Q5ABE2,HGC1
O13759,csx1
Q10156,lkh1
O59790,ark1
O94451,pli1
Q9UTC9,SPAC227.10
O74747,rhp18
Q9US25,hrp1
O59797,SPCC364.06
O14139,hrp3
O94236,moe1
O43030,fes1
P78795,tif35
O94267,spt16
O74879,enp2
Q9UJY5,GGA1
Q7Z3U7,MON2
Q93074,MED12
Q9UHV7,MED13
Q11120,ofd1
Q9USJ7,nro1
P61978,HNRNPK
Q9LSM5,At5g65490
Q01495,PEX5
Q3ZJZ2,PEX20
Q09763,gef1
Q9UUM7,hob3
Q01112,cdc42
Q9C103,eme1
P87231,mus81
O74880,pcm1
O74627,pch1
Q96WV9,cdk9
Q9URY2,alp7
O94534,alp14
Q5AH02,IQG1
P43063,CDC28
Q5ALY0,CLB2
Q5A0A9,CLB4
Q5AAF4,BNR1
Q5AL52,BNI1
P62991,Rps27a
P62991,Uba52
P62991,Ubb
P62991,Ubc
P67828,CSNK1A1
Q16186,ADRM1
O48726,RPN13
P0CG48,UBC
P55034,RPN10
P55036,PSMD4
Q9UHD9,UBQLN2
Q9SII8,DSK2B
Q84L32,RAD23A
P54725,RAD23A
Q9H9P5,UNKL
Q5FWH2,Unkl
Q92925,SMARCD2
P0CG53,UBB
Q06336,GGA1
P04909,hta1
Q10337,brc1
Q9Y4P1,ATG4B
Q14596,NBR1
O60238,BNIP3L
Q9Z2F7,Bnip3l
Q09826,sds23
P0CT53,tef101
Q92345,SPAC1F8.07c
O74887,tpx1
P78958,tdh1
Q9P7Q9,alg9
P21565,srp54
P79015,rpl3202
Q92366,rpl29
Q9USR7,rpl3801
O94438,rps102
O74893,rps20
O14150,rps1401
O14150,rps1402
O60144,rps1601
O60144,rps1602
P30821,obr1
Q9USM3,sfh1
P37382,rpb3
Q9HE05,ufd2
Q9UT46,moc3
P47979,zfs1
O13370,ded1
O13672,rpl8
Q10192,rpl1801
P28189,rps13
Q09694,lys3
O74538,rpl2702
P05732,rpl2001
P05732,rpl2002
P40370,eno101
Q9UT97,pup2
P28758,sod1
Q9HDX9,mse1
Q10281,rkp1
O75000,rpl1201
O75000,rpl1202
P52822,rpl501
O14460,eft201
O14460,eft202
P17478,rpp202
O13802,ebp2
Q9UR09,psu1
P36580,fba1
Q10272,crb3
O74535,SPCC74.02c
O94646,med8
O74825,rpb4
O14258,ace2
Q5KLS3,CNB04250
Q3T133,TMED9
P39656,DDOST
O15503,INSIG1
Q91AV1,S
Q9Y5U4,INSIG2
Q0E7J7,stn1
O14246,tpz1
P0C5Y7,ten1
Q5ADP3,SSN6
Q5ADP0,RPD31
P0CY34,TUP1
P11884,Aldh2
P00842,oli
P04689,tub1
O94452,mcp1
Q10113,mal3
Q92351,pcp1
Q9Y705,alp4
P33991,MCM4
Q5AL49,SEC2
P61925,PKIA
O14188,rng2
P10989,act1
O59945,fim1
Q10146,rrp6
O74958,mmi1
P37202,dis3
O14327,pab2
Q10295,pla1
P20689,Mylk2
Q16204,CCDC6
Q9Y4H2,IRS2
Q8NHG8,ZNRF2
Q96B36,AKT1S1
O94885,SASH1
Q86X29,LSR
O60343,TBC1D4
Q86TI0,TBC1D1
Q14432,PDE3A
Q61337,Bad
P02283,His2B
P02283,His2B:CG17949
P02283,His2B:CG33868
P02283,His2B:CG33870
P02283,His2B:CG33872
P02283,His2B:CG33874
P02283,His2B:CG33876
P02283,His2B:CG33878
P02283,His2B:CG33880
P02283,His2B:CG33882
P02283,His2B:CG33884
P02283,His2B:CG33886
P02283,His2B:CG33888
P02283,His2B:CG33890
P02283,His2B:CG33892
P02283,His2B:CG33894
P02283,His2B:CG33896
P02283,His2B:CG33898
P02283,His2B:CG33900
P02283,His2B:CG33902
P02283,His2B:CG33904
P02283,His2B:CG33906
P02283,His2B:CG33908
P02283,His2B:CG33910
P02299,His3
P02299,His3:CG31613
P02299,His3:CG33803
P02299,His3:CG33806
P02299,His3:CG33809
P02299,His3:CG33812
P02299,His3:CG33815
P02299,His3:CG33818
P02299,His3:CG33821
P02299,His3:CG33824
P02299,His3:CG33827
P02299,His3:CG33830
P02299,His3:CG33833
P02299,His3:CG33836
P02299,His3:CG33839
P02299,His3:CG33842
P02299,His3:CG33845
P02299,His3:CG33848
P02299,His3:CG33851
P02299,His3:CG33854
P02299,His3:CG33857
P02299,His3:CG33860
P02299,His3:CG33863
P02299,His3:CG33866
Q14974,KPNB1
P50528,plo1
Q10951,byr4
Q09825,sad1
P40923,yox1
P01129,cdc10
P41412,res2
P33520,res1
P41889,cut9
O13916,hcn1
Q96RG2,PASK
Q9UTR8,red1
Q10237,SPAC4G9.04c
P68135,ACTA1
P04049,RAF1
Q9CQM9,Glrx3
O60175,SPBC21H7.06c
O59855,ssa2
Q10265,ssa1
P03122,E2
Q9Y709,skp1
Q9P7W4,pof10
Q10223,pof14
O00091,zwf1
Q01663,pap1
O13746,SPAC16E8.18
O74854,pof6
O74531,pof7
P30666,mcm3
O14170,pop2
Q9Y7Z7,mrp15
P15258,ral2
Q10207,SPBC17D1.01
O60101,pgk1
Q9P7D7,lcf2
O13960,ecm33
Q9USP0,tif221
Q9UT25,SPAC9.02c
O94684,pmh1
P36596,erg9
P36623,gpm1
Q10253,mug64
O74760,tif32
O13790,cul1
Q59UR3,SWI1
P54727,RAD23B
Q10213,srs2
O13600,sws1
O13800,rdl1
O74331,rlp1
P50527,shk1
P40996,scd2
Q06409,DCK1
P63000,RAC1
O13842,cda1
Q8N2Y8,RUSC2
Q8X1E6,CDC37
Q9Y7W4,CRK1
A0A1D8PN90,STI1
Q8JHG4,taf7
Q99158,SIL1
Q99170,KAR2
P84077,ARF1
P35197,GCS1
O75771,RAD51D
P36592,rad22
P36601,rhp51
Q24159,CycJ
Q24152,Cks30A
Q24158,CycD
O60016,clr4
P09988,hht1
P09988,hht2
Q16667,CDKN3
P40381,swi6
P36594,rpb1
Q10434,acp1
Q02061,rpb2
O14459,rpb7
O43026,gpd3
Q10270,met16
Q2U5K2,dre2
P51123,Taf1
P01730,CD4
O60187,sid4
O13652,sfi1
O13961,cut11
O59755,cut12
O94385,pom152
P25295,tug1
P36955,SERPINF1
P00747,PLG
P61619,SEC61A1
O13828,dcp2
O94752,edc3
Q9HGL3,sum2
Q9P805,dcp1
Q9H7Z6,KAT8
Q6CRN7,CTF19
Q6CVQ9,MCM21
Q6CJY0,OKP1
Q6CUE5,AME1
C8ZB10,EC1118_1J11_0210g
C8ZEN3,EC1118_1M3_1882g
C8Z5H8,EC1118_1D0_5446g
O55091,Impact
P79010,cox4
O14156,ptc4
Q09892,sty1
Q09864,hsp60
P68431,H3C1
P68431,H3C10
P68431,H3C11
P68431,H3C12
P68431,H3C2
P68431,H3C3
P68431,H3C4
P68431,H3C6
P68431,H3C7
P68431,H3C8
O94301,hfi1
O13282,taf5
Q9HFE8,tra1
Q9UUK2,gcn5
O74462,taf6
O60097,spt8
P87152,spt7
Q7LL15,sus1
Q9USW9,sgf29
O13722,taf12
Q9C0X6,rvb1
Q9P7J7,ada2
Q5FC18,sgf11
O94397,sgf73
O14174,spt20
O60171,taf10
Q9USU8,ngg1
Q09869,taf9
O94692,rvb2
Q09738,ubp8
O14311,spt3
O94600,tti1
Q9P3W5,tel2
Q10064,SPAC1F5.11c
Q10319,yaf9
Q9P7X7,alp5
O14240,eaf6
O59773,vid21
O74350,bdc1
O42924,eaf7
O14308,swc4
O94446,mst1
O42871,png1
Q9UU94,epl1
O94729,SPBC1604.17c
Q9UTR9,asa1
O94450,SPAC1687.04
P49731,mcm6
P41389,mcm5
O75001,mcm7
Q58542,MJ1142
Q5JIF4,TK0994
O94329,psf2
O74113,sna41
O42709,mcm10
P40377,mcm2
Q9P7C8,sld5
Q9UTC3,psf3
Q9P7X6,psf1
O94263,dpb2
P87154,pol2
P32372,rad4
O14216,drc1
Q07812,BAX
Q10356,hsp3106
Q75E93,AGOS_AAR187C
Q75FB3,AGOS_AAL182W
Q757M9,AGOS_AEL007W
P06400,RB1
Q9C107,mcl1
O43091,dps1
P0AD57,ispB
O13851,dlp1
P62740,ACTA2
O14185,stg1
Q10256,mud1
O74803,rhp23
O95400,CD2BP2
Q10169,dph1
P28829,byr2
P01112,HRAS
